package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium
0406-0127-01,"Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 0406-0127-01)",SpecGx LLC,2023-07-26,2026-03-16,,Limited Availability,Current,Delay in shipping of the drug,Psychiatry,Revised,Expected recovery: early April 2026,1,7,1,39,3.6888794541139363,True,False
0406-5114-01,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0406-5114-01)",SpecGx LLC,2023-07-14,2026-03-16,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Allocation to all customers.,1,13,1,90,4.51085950651685,True,False
0406-5115-01,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0406-5115-01)",SpecGx LLC,2023-07-14,2026-03-16,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Allocation to all customers.,1,13,1,90,4.51085950651685,True,False
0406-0136-01,"Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 0406-0136-01)",SpecGx LLC,2023-07-26,2026-03-16,,Limited Availability,Current,Delay in shipping of the drug,Psychiatry,Revised,Expected recovery: mid-April 2026,1,7,1,39,3.6888794541139363,True,False
0406-5112-01,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0406-5112-01)",SpecGx LLC,2023-07-14,2026-03-16,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Allocation to all customers.,1,13,1,90,4.51085950651685,True,False
25021-700-01,Ketorolac Tromethamine Injection,Injection,"Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 25021-700-01)",Sagent Pharmaceuticals,2018-03-26,2026-03-16,,Available,Current,Unavailable,Analgesia/Addiction,Reverified,,0,7,1,25,3.258096538021482,False,False
83634-302-04,Furosemide Injection,Injection,"Furosemide, Injection, 10 mg/1 mL; 4mL vial (NDC 83634-302-04)","Avet Pharmaceuticals, Inc.",2020-04-07,2026-03-16,,Available,Current,Unavailable,Cardiovascular,Revised,Distributed by Avenacy; Contact information: 877-283-6229,0,9,1,33,3.5263605246161616,False,False
11534-193-01,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 11534-193-01)","Sunrise Pharmaceutical, Inc.",2022-10-12,2026-03-16,,Available,Current,Unavailable,Psychiatry,Reverified,,0,11,1,73,4.30406509320417,True,False
25021-115-04,Clindamycin Phosphate Injection,Injection,"Clindamycin Phosphate, Injection, 150 mg/1 mL (NDC 25021-115-04)",Sagent Pharmaceuticals,2023-03-21,2026-03-16,,Available,Current,Unavailable,Anti-Infective,Reverified,,0,4,1,20,3.044522437723423,False,False
25021-321-04,Bumetanide Injection,Injection,"Bumetanide, Injection, .25 mg/1 mL (NDC 25021-321-04)",Sagent Pharmaceuticals,2018-01-31,2026-03-16,,Limited Availability,Current,Demand increase for the drug,Cardiovascular,Revised,Estimated limited availablilty until May 2026,1,5,1,12,2.5649493574615367,False,False
0406-5113-01,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0406-5113-01)",SpecGx LLC,2023-07-14,2026-03-16,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Allocation to all customers.,1,13,1,90,4.51085950651685,True,False
25021-820-05,Methylprednisolone Acetate Injection,Injection,"Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 25021-820-05)",Sagent Pharmaceuticals,2021-12-15,2026-03-16,,Unavailable,Current,Shortage of an active ingredient,Rheumatology,Reverified,Estimated availability: May 2026,1,5,1,23,3.1780538303479458,False,False
25021-701-01,Ketorolac Tromethamine Injection,Injection,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 25021-701-01)",Sagent Pharmaceuticals,2018-03-26,2026-03-16,,Available,Current,Unavailable,Analgesia/Addiction,Reverified,,0,7,1,25,3.258096538021482,False,False
0703-4248-01,Carboplatin Injection,Injection,"Carboplatin, Injection, 10 mg/1 mL (NDC 0703-4248-01)","Teva Pharmaceuticals USA, Inc.",2023-04-28,2026-03-16,,Available,Current,Unavailable,Oncology,Revised,,0,8,1,29,3.4011973816621555,False,False
0406-5116-01,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0406-5116-01)",SpecGx LLC,2023-07-14,2026-03-16,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Allocation to all customers.,1,13,1,90,4.51085950651685,True,False
0406-8893-01,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 5 mg; 5 mg; 5 mg; 5 mg (NDC 0406-8893-01)",SpecGx LLC,2022-10-12,2026-03-16,,Available,Current,Unavailable,Psychiatry,Reverified,,0,11,1,73,4.30406509320417,True,False
23155-601-42,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 23155-601-42)","Avet Pharmaceuticals, Inc.",2020-04-02,2026-03-16,,Available,Current,Unavailable,"Anesthesia, Neurology",Reverified,,0,6,1,30,3.4339872044851463,False,False
23155-601-41,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 23155-601-41)","Avet Pharmaceuticals, Inc.",2020-04-02,2026-03-16,,Unavailable,Current,Demand increase for the drug,"Anesthesia, Neurology",Revised,Estimated availability: 5/25/2026,1,6,1,30,3.4339872044851463,False,False
83634-302-02,Furosemide Injection,Injection,"Furosemide, Injection, 10 mg/1 mL; 2mL vial (NDC 83634-302-02)","Avet Pharmaceuticals, Inc.",2020-04-07,2026-03-16,,Available,Current,Unavailable,Cardiovascular,Revised,Distributed by Avenacy; Contact information: 877-283-6229,0,9,1,33,3.5263605246161616,False,False
68001-313-56,Azacitidine Injection,Injection,"Azacitidine, Injection, 100 mg (NDC 68001-313-56)","Teva Pharmaceuticals USA, Inc.",2020-12-22,2026-03-16,,Unavailable,Current,Other,Oncology,Revised,Unavailable,1,9,1,9,2.302585092994046,False,False
0406-8894-01,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 7.5 mg; 7.5 mg; 7.5 mg; 7.5 mg (NDC 0406-8894-01)",SpecGx LLC,2022-10-12,2026-03-16,,Available,Current,Unavailable,Psychiatry,Reverified,,0,11,1,73,4.30406509320417,True,False
11534-194-01,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 11534-194-01)","Sunrise Pharmaceutical, Inc.",2022-10-12,2026-03-16,,Available,Current,Unavailable,Psychiatry,Reverified,,0,11,1,73,4.30406509320417,True,False
0093-3213-01,Clonazepam Tablet,Tablet,"Clonazepam, Tablet, 2 mg (NDC 0093-3213-01)","Teva Pharmaceuticals USA, Inc.",2023-03-10,2026-03-16,,Available,Current,Unavailable,"Neurology, Pediatric, Psychiatry",Revised,,0,6,1,40,3.713572066704308,True,False
71357-002-10,Sodium Acetate Injection,Injection,"Sodium Acetate, Injection, 40 mEq/20mL (2 mEq/mL) (NDC 71357-002-10)",Milla Pharmaceuticals,2016-02-03,2026-03-15,,Available,Current,Unavailable,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Reverified,,0,4,1,12,2.5649493574615367,False,False
71357-008-10,Sodium Acetate Injection,Injection,"Sodium Acetate, Injection, 200 mEq/100mL (2 mEq/mL) (NDC 71357-008-10)",Milla Pharmaceuticals,2016-03-23,2026-03-15,,Available,Current,Unavailable,Total Parenteral Nutrition,Reverified,,0,4,1,12,2.5649493574615367,False,False
71357-007-10,Sodium Acetate Injection,Injection,"Sodium Acetate, Injection, 100 mEq/50mL (2 mEq/mL) (NDC 71357-007-10)",Milla Pharmaceuticals,2016-03-23,2026-03-15,,Available,Current,Unavailable,Total Parenteral Nutrition,Reverified,,0,4,1,12,2.5649493574615367,False,False
0409-3977-03,Sterile Water Injection,Injection,"Bacteriostatic Water For Injection In Plastic Container, Injection, 1 mL/1 mL (NDC 0409-3977-03)","Hospira, Inc., a Pfizer Company",2021-12-03,2026-03-13,,Limited Availability,Current,Other,Other,Revised,Limited Supply Available. Next Delivery: April 2026; Estimated Recovery: September 2026; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,1,5,1,12,2.5649493574615367,False,False
65219-284-12,Plerixafor Injection,Injection,"Plerixafor, Injection, 24 mg per 1.2 mL (20 mg per mL) (NDC 65219-284-12)","Fresenius Kabi USA, LLC",2026-03-13,2026-03-13,2026-03-13,,To Be Discontinued,Unavailable,Hematology,New,A business decision was made to discontinue manufacture of the drug.,0,1,1,1,0.6931471805599453,False,False
0409-1630-10,Atropine Sulfate Injection,Injection,"Atropine Sulfate, Injection, 1 mg/10 mL (0.1 mg/mL) Syringes (NDC 0409-1630-10)","Hospira, Inc., a Pfizer Company",2012-01-01,2026-03-13,,Unavailable,Current,Other,"Anesthesia, Neurology, Pediatric",Revised,Next Delivery and Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,7,1,18,2.9444389791664403,False,False
0409-1985-30,Lorazepam Injection,Injection,"Lorazepam, Injection, 2 mg/1 mL Syringes (NDC 0409-1985-30)","Hospira, Inc., a Pfizer Company",2018-05-03,2026-03-13,,Limited Availability,Current,Other,Neurology,Revised,Limited Supply Available. Next Delivery: April 2026; Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,4,1,11,2.4849066497880004,False,False
0409-1638-02,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 200 mcg/2 mL (100 mcg/mL) (NDC 0409-1638-02)",Pfizer Inc.,2020-04-10,2026-03-13,,Unavailable,Current,Other,Anesthesia,Revised,Next Delivery and Estimated Recovery: March 2026; Shortage per Manufacturer: Manufacturing Delay,1,14,1,52,3.970291913552122,False,False
0409-2596-05,Midazolam Hydrochloride Injection,Injection,"Midazolam Hydrochloride, Injection, 50 mg/10 mL (5 mg/mL) (NDC 0409-2596-05)","Hospira, Inc., a Pfizer Company",2020-04-02,2026-03-13,,Unavailable,Current,Other,"Anesthesia, Neurology",Revised,Next Delivery: April 2026; Estimated Recovery: June 2026; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,1,6,1,30,3.4339872044851463,False,False
0409-3301-10,Dexmedetomidine Hydrochloride Injection,Injection,"Precedex, Injection, 80 mcg/20 mL (4 mcg/mL) (NDC 0409-3301-10)",Pfizer Inc.,2020-04-10,2026-03-13,,Unavailable,Current,Other,Anesthesia,Revised,Next Delivery and Estimated Recovery: March 2026; Shortage per Manufacturer: Manufacturing Delay,1,14,1,52,3.970291913552122,False,False
0409-3299-06,Sodium Acetate Injection,Injection,"Sodium Acetate, Injection, 200 mEq/100 mL (2 mEq/mL) (NDC 0409-3299-06)","Hospira, Inc., a Pfizer Company",2016-02-03,2026-03-13,,Limited Availability,Current,Other,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Revised,Limited Supply Available. Next Delivery and Estimated Recovery: March 2026; Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,1,4,1,12,2.5649493574615367,False,False
0143-9252-25,Dopamine Hydrochloride Injection,Injection,"Dopamine Hydrochloride, Injection, 40 mg/1 mL (NDC 0143-9252-25)","Hikma Pharmaceuticals USA, Inc.",2017-11-06,2026-03-12,,Unavailable,Current,Demand increase for the drug,Cardiovascular,Revised,Recovery duration unknown at this time,1,3,1,12,2.5649493574615367,False,False
0641-6030-01,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 mcg/1 mL (NDC 0641-6030-01)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Analgesia/Addiction, Pediatric",Revised,Additional lots will be available in the April 2026 timeframe.  Product will be made available as it is released.,1,3,1,19,2.995732273553991,False,False
0054-0370-25,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0054-0370-25)","Hikma Pharmaceuticals USA, Inc.",2023-07-14,2026-03-12,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Available on allocation,1,13,1,90,4.51085950651685,True,False
0143-9931-25,"Cefotaxime Sodium Powder, for Solution","Powder, For Solution","Cefotaxime Sodium, Powder, for Solution, 1 g (NDC 0143-9931-25)","Hikma Pharmaceuticals USA, Inc.",2015-02-17,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Anti-Infective, Pediatric",Revised,Shortage duration is unknown at this time.,1,2,1,6,1.9459101490553132,True,False
0054-0371-25,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 0054-0371-25)","Hikma Pharmaceuticals USA, Inc.",2023-07-14,2026-03-12,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Available on allocation,1,13,1,90,4.51085950651685,True,False
0054-0375-25,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0054-0375-25)","Hikma Pharmaceuticals USA, Inc.",2023-07-14,2026-03-12,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Available on allocation,1,13,1,90,4.51085950651685,True,False
0641-6127-25,Morphine Sulfate Injection,Injection,"Morphine Sulfate, Injection, 10 mg/1 mL (NDC 0641-6127-25)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,5,1,25,3.258096538021482,False,False
0641-6002-10,Lorazepam Injection,Injection,"Ativan, Injection, 4 mg/1 mL (NDC 0641-6002-10)","Hikma Pharmaceuticals USA, Inc.",2018-09-05,2026-03-12,,Unavailable,Current,Other,Neurology,Revised,Unavailable,1,4,1,11,2.4849066497880004,False,False
17478-050-02,Sufentanil Citrate Injection,Injection,"Sufentanil Citrate, Injection, 50 mcg/1 mL (NDC 17478-050-02)","Hikma Pharmaceuticals USA, Inc.",2022-05-03,2026-03-12,,Unavailable,Current,Other,"Analgesia/Addiction, Pediatric",Revised,Not currently manufactured,1,2,1,4,1.6094379124341003,False,False
0143-9507-10,Etomidate Injection,Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 0143-9507-10)","Hikma Pharmaceuticals USA, Inc.",2022-10-05,2026-03-12,,Unavailable,Current,Demand increase for the drug,Anesthesia,Revised,Additional lots will be available in the March 2026 timeframe.  Product will be made available as it is released.,1,6,1,19,2.995732273553991,False,False
0143-9830-01,Methotrexate Sodium Injection,Injection,"Methotrexate, Preservative Free, Injection, 1 g (NDC 0143-9830-01)","Hikma Pharmaceuticals USA, Inc.",2023-03-13,2026-03-12,,Available,Current,Unavailable,"Rheumatology, Oncology",Reverified,Currently available.  Additional product will be made available as it is released.,0,5,1,14,2.70805020110221,False,False
0641-6126-25,Morphine Sulfate Injection,Injection,"Morphine Sulfate, Injection, 8 mg/1 mL (NDC 0641-6126-25)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Unavailable,Current,Demand increase for the drug,Analgesia/Addiction,Revised,Product temporarily on backorder.  Additional lots will be available in the April 2026 timefrime,1,5,1,25,3.258096538021482,False,False
0641-6027-25,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 mcg/1 mL (NDC 0641-6027-25)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Pediatric",Revised,Additional lots will be scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,3,1,19,2.995732273553991,False,False
0143-9933-25,"Cefotaxime Sodium Powder, for Solution","Powder, For Solution","Cefotaxime Sodium, Powder, for Solution, 2 g (NDC 0143-9933-25)","Hikma Pharmaceuticals USA, Inc.",2015-02-17,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Anti-Infective, Pediatric",Revised,Shortage duration is unknown at this time.,1,2,1,6,1.9459101490553132,True,False
0641-6029-25,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 mcg/1 mL (NDC 0641-6029-25)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Pediatric",Revised,Additional lots will be scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,3,1,19,2.995732273553991,False,False
0641-6028-25,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 mcg/1 mL (NDC 0641-6028-25)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Pediatric",Revised,Additional lots will be scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,3,1,19,2.995732273553991,False,False
0641-6054-25,Meperidine Hydrochloride Injection,Injection,"Meperidine Hydrochloride, Injection, 100 mg/1 mL (NDC 0641-6054-25)","Hikma Pharmaceuticals USA, Inc.",2025-05-30,2026-03-12,,Unavailable,Current,Shortage of an active ingredient,Analgesia/Addiction,Reverified,Shortage of an active ingredient,1,2,1,10,2.3978952727983707,False,False
0641-6040-01,Morphine Sulfate Injection,Injection,"Infumorph 500 (Preservative-Free Morphine Sulfate Sterile Solution), Injection, 25 mg/1 mL (NDC 0641-6040-01)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Unavailable,Current,Shortage of an active ingredient,Analgesia/Addiction,Revised,Product temporarily on backorder.,1,5,1,25,3.258096538021482,False,False
0143-9144-03,Liraglutide Injection,Injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 0143-9144-03)","Hikma Pharmaceuticals USA, Inc.",2023-07-18,2026-03-12,,Available,Current,Unavailable,Endocrinology/Metabolism,Revised,Product will be made available as it is released.,0,3,1,9,2.302585092994046,False,False
72572-160-10,Etomidate Injection,Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 72572-160-10)","Hikma Pharmaceuticals USA, Inc.",2022-10-05,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Distributed by Civica,0,6,1,19,2.995732273553991,False,False
0641-6262-01,Sodium Acetate Injection,Injection,"Sodium Acetate, Injection, 100 mEq/50mL (2 mEq/mL) (NDC 0641-6262-01)","Hikma Pharmaceuticals USA, Inc.",2016-02-03,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Revised,Additional lots will be available in the April 2026 timeframe.  Product will be made available as it is released.,1,4,1,12,2.5649493574615367,False,False
0143-9595-25,Lidocaine Hydrochloride Injection,Injection,"Lidocaine Hydrochloride, Preservative Free, Injection, 10 mg/1 mL (NDC 0143-9595-25)","Hikma Pharmaceuticals USA, Inc.",2018-06-13,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,10,1,70,4.2626798770413155,False,False
0641-6007-10,Bumetanide Injection,Injection,"Bumetanide, Injection, .25 mg/1 mL (NDC 0641-6007-10)","Hikma Pharmaceuticals USA, Inc.",2018-01-31,2026-03-12,,Available,Current,Unavailable,Cardiovascular,Revised,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,5,1,12,2.5649493574615367,False,False
17478-050-01,Sufentanil Citrate Injection,Injection,"Sufentanil Citrate, Injection, 50 mcg/1 mL (NDC 17478-050-01)","Hikma Pharmaceuticals USA, Inc.",2022-05-03,2026-03-12,,Unavailable,Current,Other,"Analgesia/Addiction, Pediatric",Revised,Not currently manufactured,1,2,1,4,1.6094379124341003,False,False
0143-9310-10,Etomidate Injection,Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 0143-9310-10)","Hikma Pharmaceuticals USA, Inc.",2022-10-05,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Novaplus,0,6,1,19,2.995732273553991,False,False
0641-6046-10,Lorazepam Injection,Injection,"Lorazepam, Injection, 2 mg/1 mL (NDC 0641-6046-10)","Hikma Pharmaceuticals USA, Inc.",2018-09-05,2026-03-12,,Unavailable,Current,Other,Neurology,Revised,Unavailable,1,4,1,11,2.4849066497880004,False,False
0143-9254-25,Dopamine Hydrochloride Injection,Injection,"Dopamine Hydrochloride, Injection, 40 mg/1 mL (NDC 0143-9254-25)","Hikma Pharmaceuticals USA, Inc.",2017-11-06,2026-03-12,,Unavailable,Current,Demand increase for the drug,Cardiovascular,Revised,Additional lots will be available in the August 2026 timeframe.  Product will be made available as it is released.,1,3,1,12,2.5649493574615367,False,False
0641-6261-01,Sodium Acetate Injection,Injection,"Sodium Acetate, Injection, 40 mEq/20mL (2 mEq/mL) (NDC 0641-6261-01)","Hikma Pharmaceuticals USA, Inc.",2016-02-03,2026-03-12,,Available,Current,Unavailable,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Revised,Additional lots will be available.  Product will be made available as it is released.,0,4,1,12,2.5649493574615367,False,False
0641-6084-25,Promethazine Hydrochloride Injection,Injection,"Phenergan, Injection, 25 mg/1 mL (NDC 0641-6084-25)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Unavailable,Current,Other,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,This presentation is temporarily on backorder.,1,2,1,10,2.3978952727983707,False,False
0641-6083-25,Promethazine Hydrochloride Injection,Injection,"Phenergan, Injection, 50 mg/1 mL (NDC 0641-6083-25)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,This presentation is temporarily on backorder.,1,2,1,10,2.3978952727983707,False,False
0641-0928-25,Promethazine Hydrochloride Injection,Injection,"Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-0928-25)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,2,1,10,2.3978952727983707,False,False
0143-9250-10,Rocuronium Bromide Injection,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 0143-9250-10)","Hikma Pharmaceuticals USA, Inc.",2023-02-15,2026-03-12,,Available,Current,Unavailable,Anesthesia,Revised,Additional lots will be available.  Product will be made available as it is released.,0,11,1,26,3.295836866004329,False,False
0641-6019-10,Morphine Sulfate Injection,Injection,"Duramorph, Injection, 1 mg/1 mL (NDC 0641-6019-10)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,5,1,25,3.258096538021482,False,False
0641-6125-25,Morphine Sulfate Injection,Injection,"Morphine Sulfate, Injection, 4 mg/1 mL (NDC 0641-6125-25)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Unavailable,Current,Demand increase for the drug,Analgesia/Addiction,Revised,Product temporarily on backorder.  Additional lots will be available in the April 2026 timefrime,1,5,1,25,3.258096538021482,False,False
0641-6085-25,Promethazine Hydrochloride Injection,Injection,"Phenergan, Injection, 50 mg/1 mL (NDC 0641-6085-25)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Available,Current,Unavailable,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,2,1,10,2.3978952727983707,False,False
0054-0372-25,Lisdexamfetamine Dimesylate Capsule,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 0054-0372-25)","Hikma Pharmaceuticals USA, Inc.",2023-07-14,2026-03-12,,Limited Availability,Current,Shortage of an active ingredient,Psychiatry,Reverified,Available on allocation,1,13,1,90,4.51085950651685,True,False
0641-1496-35,Promethazine Hydrochloride Injection,Injection,"Promethazine Hydrochloride, Injection, 50 mg/1 mL (NDC 0641-1496-35)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Unavailable,Current,Other,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,This presentation is temporarily on backorder.,1,2,1,10,2.3978952727983707,False,False
0641-6042-25,Ketorolac Tromethamine Injection,Injection,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0641-6042-25)","Hikma Pharmaceuticals USA, Inc.",2018-06-06,2026-03-12,,Unavailable,Current,Other,Analgesia/Addiction,Revised,Shortage recovery: TBD,1,7,1,25,3.258096538021482,False,False
0641-6024-10,Fentanyl Citrate Injection,Injection,"Fentanyl Citrate, Injection, 50 ug/1 mL (NDC 0641-6024-10)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Unavailable,Current,Other,"Analgesia/Addiction, Pediatric",Revised,Inventory available in vial presentations.,1,3,1,19,2.995732273553991,False,False
0143-9391-10,Remifentanil Hydrochloride Injection,Injection,"Remifentanil Hydrochloride, Injection, 1 mg per vial (NDC 0143-9391-10)","Hikma Pharmaceuticals USA, Inc.",2022-06-28,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Revised,Additional lots will be available.  Product will be made available as it is released.,0,3,1,9,2.302585092994046,False,False
0641-6043-25,Ketorolac Tromethamine Injection,Injection,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0641-6043-25)","Hikma Pharmaceuticals USA, Inc.",2018-06-06,2026-03-12,,Unavailable,Current,Other,Analgesia/Addiction,Revised,Shortage recovery: TBD,1,7,1,25,3.258096538021482,False,False
0143-9935-01,"Cefotaxime Sodium Powder, for Solution","Powder, For Solution","Cefotaxime Sodium, Powder, for Solution, 10 g (NDC 0143-9935-01)","Hikma Pharmaceuticals USA, Inc.",2015-02-17,2026-03-12,,Unavailable,Current,Demand increase for the drug,"Anti-Infective, Pediatric",Revised,Shortage duration is unknown at this time.,1,2,1,6,1.9459101490553132,True,False
0641-0121-25,Hydromorphone Hydrochloride Injection,Injection,"Hydromorphone Hydrochloride, Injection, 2 mg/1 mL (NDC 0641-0121-25)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Available,Current,Unavailable,Analgesia/Addiction,Revised,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,0,4,1,26,3.295836866004329,False,False
