package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium,generic_clean,ingredient_clean,true_manufacturer_count,log_manufacturer_count,prev_shortage_date,days_since_last_shortage_x,log_days_since_last_shortage,days_since_last_shortage_y,days_since_last_shortage,rolling_shortage_12m,log_rolling_shortage_12m,future_shortage,approval_year,drug_age,reason_manufacturing,reason_quality,reason_demand,reason_unknown,manufacturer_risk,category_demand_score_x,is_injectable,is_tablet,is_capsule,manufacturer_risk_scaled,category_demand_score_y,category_demand_score
63323-604-01,Propranolol Hydrochloride Injection,injection,"Propranolol Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-604-01)","Fresenius Kabi USA, LLC",2023-10-31,2026-04-02,,Available,Current,unavailable,Cardiovascular,Reverified,Check wholesalers for inventory,0,2,1,2,1.0986122886681098,False,False,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,17.0,2.8903717578961645,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2023,0,0,0,0,0,0.36774193548387096,0.19135802469135801,1,0,0,1.062910904516654,0.19135802469135801,0.19135802469135801
63323-469-01,Haloperidol Decanoate Injection,injection,"Haloperidol Decanoate, Injection, 50 mg/1 mL (NDC 63323-469-01)","Fresenius Kabi USA, LLC",2026-01-09,2026-01-09,2026-01-09,,To Be Discontinued,unavailable,Psychiatry,New,Discontinuation of the manufacture of the drug,0,2,1,6,1.9459101490553128,False,False,HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,9.0,2.302585092994046,2025-04-07,277.0,5.627621113690637,277.0,277.0,1,0.6931471805599453,0,2026,0,0,0,0,0,0.36538461538461536,0.358974358974359,1,0,0,0.8413291685939782,0.358974358974359,0.358974358974359
63323-340-20,Cefepime Hydrochloride Injection,injection,"Cefepime Hydrochloride, Injection, 2 g (NDC 63323-340-20)","Fresenius Kabi USA, LLC",2026-02-10,2026-02-10,2026-02-10,,To Be Discontinued,unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug.,0,1,1,2,1.0986122886681098,False,False,CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE,7.0,2.0794415416798357,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.3630573248407643,0.36538461538461536,1,0,0,0.7549564832850358,0.36538461538461536,0.36538461538461536
63323-750-10,Oxaliplatin Injection,injection,"Oxaliplatin, Injection, 5 mg/mL (NDC 63323-750-10)","Fresenius Kabi USA, LLC",2026-02-25,2026-02-25,2026-02-25,,To Be Discontinued,unavailable,Oncology,New,A business decision was made to discontinue manufacture of the drug.,0,3,1,6,1.9459101490553128,False,False,OXALIPLATIN,OXALIPLATIN,14.0,2.70805020110221,2025-10-20,128.0,4.859812404361672,128.0,128.0,2,1.0986122886681098,0,2026,0,0,0,0,0,0.36075949367088606,0.27586206896551724,1,0,0,0.9769548193849744,0.27586206896551724,0.27586206896551724
46163-300-10,Sodium Chloride 0.9% Injection,injection,"Sodium Chloride 0.9% in Plastic Container, Injection, 900 mg/100 mL (NDC 46163-300-10)",Fresenius Medical Care North America,2025-06-10,2025-06-10,2025-06-10,,To Be Discontinued,unavailable,"Gastroenterology, Other, Renal",New,Discontinuation of the manufacture of the drug,0,2,1,5,1.791759469228055,False,False,SODIUM CHLORIDE,SODIUM CHLORIDE,15.0,2.772588722239781,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
46163-212-92,Peritoneal Dialysis Solution,solution,"DELFLEX® w/Dextrose, Solution, 4.25% Low Mg/Low Ca 2L, 5/cs (NDC 46163-212-92)",Fresenius Medical Care North America,2026-03-10,2026-03-10,2026-03-10,,To Be Discontinued,unavailable,Renal,New,"The NDC codes are being discontinued, to be replaced with NDC labeler code #46163.",0,1,1,6,1.9459101490553128,True,False,PERITONEAL DIALYSIS,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
0004-0802-85,Oseltamivir Phosphate Capsule,capsule,"Tamiflu, Capsule, 30 mg (NDC 0004-0802-85)","Genentech, Inc",2025-07-08,2025-07-08,2025-07-08,,To Be Discontinued,unavailable,Antiviral,New,Discontinuation of the manufacture of the drug,0,1,1,2,1.0986122886681098,True,False,OSELTAMIVIR PHOSPHATE,OSELTAMIVIR PHOSPHATE,27.0,3.332204510175204,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.25,0,0,1,0.0,0.25,0.25
64950-217-03,Isoniazid Tablet,tablet,"Isoniazid, Tablet, 300 mg (NDC 64950-217-03)",Genus Lifesciences,2025-07-01,2025-07-01,2025-07-01,,To Be Discontinued,unavailable,Anti-Infective,New,Product expected to be available until August 2025.,0,1,1,2,1.0986122886681098,True,False,ISONIAZID,ISONIAZID,5.0,1.791759469228055,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.36538461538461536,0,1,0,0.0,0.36538461538461536,0.36538461538461536
0143-9931-25,"Cefotaxime Sodium Powder, for Solution","powder, for solution","Cefotaxime Sodium, Powder, for Solution, 1 g (NDC 0143-9931-25)","Hikma Pharmaceuticals USA, Inc.",2015-02-17,2026-03-12,,Unavailable,Current,demand increase for the drug,"Anti-Infective, Pediatric",Revised,Shortage duration is unknown at this time.,1,2,1,6,1.9459101490553128,True,False,CEFOTAXIME SODIUM,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2015,0,0,0,1,0,1.0,0.8,0,0,0,0.6931471805599453,0.8,0.8
0641-6262-01,Sodium Acetate Injection,injection,"Sodium Acetate, Injection, 100 mEq/50mL (2 mEq/mL) (NDC 0641-6262-01)","Hikma Pharmaceuticals USA, Inc.",2016-02-03,2026-03-12,,Unavailable,Current,demand increase for the drug,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Revised,Additional lots will be available in the April 2026 timeframe.  Product will be made available as it is released.,1,4,1,12,2.5649493574615367,False,False,SODIUM ACETATE,SODIUM ACETATE,6.0,1.9459101490553132,2016-02-03,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2016,0,0,0,1,0,1.0,0.2222222222222222,1,0,0,1.9459101490553132,0.2222222222222222,0.2222222222222222
0641-6127-25,Morphine Sulfate Injection,injection,"Morphine Sulfate, Injection, 10 mg/1 mL (NDC 0641-6127-25)","Hikma Pharmaceuticals USA, Inc.",2017-11-03,2026-03-12,,Available,Current,unavailable,Analgesia/Addiction,Revised,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,0,5,1,25,3.258096538021482,False,False,MORPHINE SULFATE,MORPHINE SULFATE,17.0,2.8903717578961645,2017-10-31,3.0,1.3862943611198906,3.0,3.0,1,0.6931471805599453,1,2017,0,0,0,0,0,0.625,0.4608695652173913,1,0,0,1.806482348685103,0.4608695652173913,0.4608695652173913
0641-6002-10,Lorazepam Injection,injection,"Ativan, Injection, 4 mg/1 mL (NDC 0641-6002-10)","Hikma Pharmaceuticals USA, Inc.",2018-09-05,2026-03-12,,Unavailable,Current,other,Neurology,Revised,Unavailable,1,4,1,11,2.4849066497880004,False,False,LORAZEPAM,LORAZEPAM,17.0,2.8903717578961645,2018-05-03,125.0,4.836281906951478,125.0,125.0,1,0.6931471805599453,1,2018,0,0,0,0,0,0.6,0.2,1,0,0,1.7342230547376987,0.2,0.2
17478-050-02,Sufentanil Citrate Injection,injection,"Sufentanil Citrate, Injection, 50 mcg/1 mL (NDC 17478-050-02)","Hikma Pharmaceuticals USA, Inc.",2022-05-03,2026-03-12,,Unavailable,Current,other,"Analgesia/Addiction, Pediatric",Revised,Not currently manufactured,1,2,1,4,1.6094379124341005,False,False,SUFENTANIL CITRATE,SUFENTANIL CITRATE,3.0,1.3862943611198906,2022-05-03,0.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2022,0,0,0,0,0,0.5952380952380952,0.5714285714285714,1,0,0,0.8251752149523158,0.5714285714285714,0.5714285714285714
0143-9144-03,Liraglutide Injection,injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 0143-9144-03)","Hikma Pharmaceuticals USA, Inc.",2023-07-18,2026-03-12,,Available,Current,unavailable,Endocrinology/Metabolism,Revised,Product will be made available as it is released.,0,3,1,9,2.302585092994046,False,False,LIRAGLUTIDE,LIRAGLUTIDE,7.0,2.0794415416798357,2023-07-18,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2023,0,0,0,0,0,0.5483870967741935,0.043478260869565216,1,0,0,1.1403389099534582,0.043478260869565216,0.043478260869565216
0641-6084-25,Promethazine Hydrochloride Injection,injection,"Phenergan, Injection, 25 mg/1 mL (NDC 0641-6084-25)","Hikma Pharmaceuticals USA, Inc.",2023-11-21,2026-03-12,,Unavailable,Current,other,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Revised,This presentation is temporarily on backorder.,1,2,1,10,2.3978952727983707,False,False,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,16.0,2.833213344056216,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2023,0,0,0,0,0,0.546875,0.375,1,0,0,1.5494135475307431,0.375,0.375
0641-6030-01,Fentanyl Citrate Injection,injection,"Fentanyl Citrate, Injection, 50 mcg/1 mL (NDC 0641-6030-01)","Hikma Pharmaceuticals USA, Inc.",2023-12-20,2026-03-12,,Unavailable,Current,demand increase for the drug,"Analgesia/Addiction, Pediatric",Revised,Additional lots will be available in the April 2026 timeframe.  Product will be made available as it is released.,1,3,1,19,2.995732273553991,False,False,FENTANYL CITRATE,FENTANYL CITRATE,4.0,1.6094379124341003,2012-01-01,4371.0,8.382975849296429,4371.0,4371.0,0,0.0,0,2023,0,0,0,1,0,0.5277777777777778,0.5714285714285714,1,0,0,0.8494255648957751,0.5714285714285714,0.5714285714285714
0641-6054-25,Meperidine Hydrochloride Injection,injection,"Meperidine Hydrochloride, Injection, 100 mg/1 mL (NDC 0641-6054-25)","Hikma Pharmaceuticals USA, Inc.",2025-05-30,2026-03-12,,Unavailable,Current,shortage of an active ingredient,Analgesia/Addiction,Reverified,Shortage of an active ingredient,1,2,1,10,2.3978952727983707,False,False,MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,5.0,1.791759469228055,2025-05-30,0.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2025,0,0,0,0,0,0.5316455696202531,0.4608695652173913,1,0,0,0.9525809836402317,0.4608695652173913,0.4608695652173913
0054-3294-46,Furosemide Oral Solution,oral solution,"Furosemide, Oral Solution, 10 mg/1 mL (NDC 0054-3294-46)","Hikma Pharmaceuticals USA, Inc.",2026-03-31,2026-03-31,,Unavailable,Current,shortage of an inactive ingredient component,Cardiovascular,New,Estimated availability: TBD,1,1,1,3,1.3862943611198906,True,False,FUROSEMIDE ORAL,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2026,0,0,0,0,0,0.5432098765432098,0.19135802469135801,0,0,0,0.37652439437824187,0.19135802469135801,0.19135802469135801
0409-3181-01,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",injection,"Lidocaine Hydrochloride And Epinephrine, Injection, 450 mg/30 mL (1.5%; 1:200,000) (NDC 0409-3181-01)","Hospira, Inc., a Pfizer Company",2012-02-22,2026-03-27,,Limited Availability,Current,other,"Anesthesia, Pediatric",Revised,Limited Supply Available. Next Delivery and Estimated Recovery: June 2026; Shortage per Manufacturer: Manufacturing Delay,1,2,1,22,3.1354942159291497,False,False,EPINEPHRINE BITARTRATE,EPINEPHRINE BITARTRATE,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,1,2012,0,0,0,0,0,0.6,0.2835820895522388,1,0,0,0.4158883083359672,0.2835820895522388,0.2835820895522388
0409-3796-01,Ketorolac Tromethamine Injection,injection,"Ketorolac Tromethamine, Injection, 60 mg/2 mL (30 mg/mL) (NDC 0409-3796-01)","Hospira, Inc., a Pfizer Company",2018-03-26,2026-03-27,,Limited Availability,Current,other,Analgesia/Addiction,Revised,Limited Supply Available. Next Delivery and Estimated Recovery: June 2027,1,7,1,25,3.258096538021482,False,False,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,23.0,3.1780538303479458,2018-03-23,3.0,1.3862943611198906,3.0,3.0,1,0.6931471805599453,1,2018,0,0,0,0,0,0.47706422018348627,0.4608695652173913,1,0,0,1.5161357722760842,0.4608695652173913,0.4608695652173913
0409-0323-20,Bleomycin Sulfate Injection,injection,"Bleomycin Sulfate, Injection, 30 [USP'U] (NDC 0409-0323-20)","Hospira, Inc., a Pfizer Company",2025-06-13,2025-06-13,2025-06-13,,To Be Discontinued,unavailable,"Hematology, Oncology, Pediatric",New,Discontinuation of the manufacture of the drug,0,1,1,2,1.0986122886681098,False,False,BLEOMYCIN SULFATE,BLEOMYCIN SULFATE,4.0,1.6094379124341003,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.40606060606060607,0.0,1,0,0,0.6535293341399074,0.0,0.0
0409-1893-01,Morphine Sulfate Injection,injection,"Morphine Sulfate, Injection, 10 mg/1 mL (NDC 0409-1893-01)","Hospira, Inc., a Pfizer Company",2025-07-08,2025-07-08,2025-07-08,,To Be Discontinued,unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug,0,5,1,25,3.258096538021482,False,False,MORPHINE SULFATE,MORPHINE SULFATE,17.0,2.8903717578961645,2018-12-06,2406.0,7.786136437783072,2406.0,2406.0,0,0.0,0,2025,0,0,0,0,0,0.4036144578313253,0.4608695652173913,1,0,0,1.1665958299942352,0.4608695652173913,0.4608695652173913
0409-0144-11,Azithromycin Injection,injection,"Azithromycin, Injection, 500 mg Single Dose ADD-Vantage® Glass Vial (NDC 0409-0144-11)","Hospira, Inc., a Pfizer Company",2025-09-09,2025-09-09,2025-09-09,,To Be Discontinued,unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,2,1,2,1.0986122886681098,False,False,AZITHROMYCIN,AZITHROMYCIN,23.0,3.1780538303479458,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.39880952380952384,0.36538461538461536,1,0,0,1.2674381347220975,0.36538461538461536,0.36538461538461536
0409-6531-01,Vancomycin Hydrochloride Injection,injection,"Vancomycin Hydrochloride, Injection, 750 mg Single Dose ADD-Vantage® Glass Vial (NDC 0409-6531-01)","Hospira, Inc., a Pfizer Company",2025-09-09,2025-09-09,2025-09-09,,To Be Discontinued,unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,False,False,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,24.0,3.2188758248682006,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.39644970414201186,0.36538461538461536,1,0,0,1.2761223684388725,0.36538461538461536,0.36538461538461536
0409-0182-25,Gemcitabine Hydrochloride Injection,injection,"Gemcitabine Hydrochloride, Injection, 2 g/52.6 mL (38 mg/mL), sterile solution in a single-dose glass vial NovaPlus (NDC 0409-0182-25)","Hospira, Inc., a Pfizer Company",2025-09-11,2025-09-11,2025-09-11,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,False,False,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,16.0,2.833213344056216,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.391812865497076,0.27586206896551724,1,0,0,1.110089438899219,0.27586206896551724,0.27586206896551724
0409-4933-01,Epinephrine Injection,injection,"Epinephrine, Injection, .1 mg/1 mL (NDC 0409-4933-01)","Hospira, Inc., a Pfizer Company",2025-11-07,2025-11-07,2025-11-07,,To Be Discontinued,unavailable,"Cardiovascular, Endocrinology/Metabolism",New,Discontinuation of the manufacture of the drug,0,1,1,2,1.0986122886681098,False,False,EPINEPHRINE,EPINEPHRINE,15.0,2.772588722239781,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.3872832369942196,0.0,1,0,0,1.0737771352026897,0.0,0.0
0409-5093-11,Ceftazidime Injection,injection,"Tazicef, Injection, 2 g (NDC 0409-5093-11)","Hospira, Inc., a Pfizer Company",2025-11-14,2025-11-14,2025-11-14,,To Be Discontinued,unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,1,1,2,1.0986122886681098,False,False,CEFTAZIDIME,CEFTAZIDIME,2.0,1.0986122886681098,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.3850574712643678,0.36538461538461536,1,0,0,0.423028869774502,0.36538461538461536,0.36538461538461536
0409-7101-66,Sodium Chloride 0.9% Injection,injection,"Sodium Chloride 0.9%, Injection, 50 mL  ADD-Vantage® Flexible Container (NDC 0409-7101-66)","Hospira, Inc., a Pfizer Company",2025-12-03,2025-12-03,2025-12-03,,To Be Discontinued,unavailable,"Gastroenterology, Other, Renal",New,Discontinuation of the manufacture of the drug,0,2,1,5,1.791759469228055,False,False,SODIUM CHLORIDE,SODIUM CHLORIDE,15.0,2.772588722239781,2025-06-10,176.0,5.176149732573829,176.0,176.0,1,0.6931471805599453,0,2025,0,0,0,0,0,0.38285714285714284,0.0,1,0,0,1.061505396514659,0.0,0.0
25021-671-82,Ropivacaine Hydrochloride Injection,injection,"Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 25021-671-82)",InfoRLife SA,2018-03-27,2025-11-13,,Available,Current,unavailable,Anesthesia,Reverified,Marketed by Sagent Pharmaceuticals,0,5,1,46,3.8501476017100575,False,False,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,13.0,2.6390573296152584,2018-03-23,4.0,1.6094379124341003,4.0,4.0,1,0.6931471805599453,0,2018,0,0,0,0,0,0.0,0.2558139534883721,1,0,0,0.0,0.2558139534883721,0.2558139534883721
50742-447-45,Carboplatin Injection,injection,"Carboplatin, Injection, 450 mg/45 mL (NDC 50742-447-45)",Ingenus Pharmaceuticals LLC,2026-02-20,2026-02-20,2026-02-20,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,8,1,29,3.4011973816621555,False,False,CARBOPLATIN,CARBOPLATIN,13.0,2.6390573296152584,2023-04-28,1029.0,6.937314081223682,1029.0,1029.0,0,0.0,0,2026,0,0,0,0,0,0.0,0.27586206896551724,1,0,0,0.0,0.27586206896551724,0.27586206896551724
50742-430-01,Decitabine Injection,injection,"Decitabine, Injection, 50 mg (NDC 50742-430-01)",Ingenus Pharmaceuticals LLC,2026-02-20,2026-02-20,2026-02-20,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug,0,1,1,2,1.0986122886681098,False,False,DECITABINE,DECITABINE,16.0,2.833213344056216,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.0,0.27586206896551724,1,0,0,0.0,0.27586206896551724,0.27586206896551724
50742-463-16,Docetaxel Injection,injection,"Docetaxel, Injection, 10 mg/1 mL (NDC 50742-463-16)",Ingenus Pharmaceuticals LLC,2026-02-20,2026-02-20,2026-02-20,,To Be Discontinued,unavailable,Oncology,New,A business decision was made to discontinue manufacture of the drug.,0,2,1,4,1.6094379124341005,False,False,DOCETAXEL,DOCETAXEL,18.0,2.9444389791664403,2025-06-24,241.0,5.488937726156687,241.0,241.0,1,0.6931471805599453,0,2026,0,0,0,0,0,0.0,0.27586206896551724,1,0,0,0.0,0.27586206896551724,0.27586206896551724
50742-402-05,Irinotecan Hydrochloride Injection,injection,"Irinotecan Hydrochloride, Injection, 100 mg/5 mL (NDC 50742-402-05)",Ingenus Pharmaceuticals LLC,2026-02-24,2026-02-24,2026-02-24,,To Be Discontinued,unavailable,Oncology,New,A business decision was made to discontinue manufacture of the drug.,0,3,1,6,1.9459101490553128,False,False,IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,17.0,2.8903717578961645,2025-09-26,151.0,5.0238805208462765,151.0,151.0,2,1.0986122886681098,0,2026,0,0,0,0,0,0.0,0.27586206896551724,1,0,0,0.0,0.27586206896551724,0.27586206896551724
69516-005-30,Obeticholic Acid Tablet,tablet,"Ocaliva, Tablet, 5 mg (NDC 69516-005-30)",Intercept Pharmaceuticals,2025-09-19,2025-09-19,2025-09-19,,To Be Discontinued,unavailable,Gastroenterology,New,"Business decision. Products will not be available after November 14, 2025.",0,1,1,2,1.0986122886681098,True,False,OBETICHOLIC ACID,,1.0,0.6931471805599453,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.08,0,1,0,0.0,0.08,0.08
50458-586-01,"Methylphenidate Hydrochloride Tablet, Extended Release",tablet,"Concerta, Tablet, Extended Release, 36 mg (NDC 50458-586-01)",Janssen Pharmaceuticals,2023-07-26,2026-04-01,,Available,Current,unavailable,Psychiatry,Reverified,,0,7,1,39,3.688879454113936,True,False,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,34.0,3.5553480614894135,2023-07-26,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2023,0,0,0,0,0,0.0,0.358974358974359,0,1,0,0.0,0.358974358974359,0.358974358974359
10147-0921-3,Haloperidol Decanoate Injection,injection,"Haloperidol Decanoate, Injection, 50 mg/1 mL (NDC 10147-0921-3)",Janssen Pharmaceuticals,2025-04-07,2025-04-07,2025-04-07,,To Be Discontinued,unavailable,Psychiatry,New,Marketed by Patriot Pharmaceuticals LLC; Last batch expiration date 5/31/2025,0,2,1,6,1.9459101490553128,False,False,HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,9.0,2.302585092994046,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.358974358974359,1,0,0,0.0,0.358974358974359,0.358974358974359
50458-290-01,Itraconazole Capsule,capsule,"Sporanox, Capsule, 100 mg (NDC 50458-290-01)",Janssen Pharmaceuticals,2026-02-27,2026-02-27,2026-02-27,,To Be Discontinued,unavailable,"Anti-Infective, Other",New,Discontinuation of the manufacture of the drug,0,1,1,3,1.3862943611198906,True,False,ITRACONAZOLE,ITRACONAZOLE,10.0,2.3978952727983707,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2026,0,0,0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.0
25021-230-05,Irinotecan Hydrochloride Injection,injection,"Irinotecan Hydrochloride, Injection, 100 mg/5 mL (NDC 25021-230-05)","Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",2025-09-26,2025-09-26,2025-09-26,,To Be Discontinued,unavailable,Oncology,New,Discontinuation of the manufacture of the drug; Distributed by Sagent Pharmaceuticals,0,3,1,6,1.9459101490553128,False,False,IRINOTECAN HYDROCHLORIDE,IRINOTECAN HYDROCHLORIDE,17.0,2.8903717578961645,2025-08-04,53.0,3.9889840465642745,53.0,53.0,1,0.6931471805599453,0,2025,0,0,0,0,0,0.0,0.27586206896551724,1,0,0,0.0,0.27586206896551724,0.27586206896551724
0781-3465-95,Fondaparinux Sodium Injection,injection,"Fondaparinux Sodium, Injection, 7.5 mg/.6 mL (NDC 0781-3465-95)","Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",2025-09-29,2025-09-29,2025-09-29,,To Be Discontinued,unavailable,Hematology,New,Discontinuation of the manufacture of the drug; Distributed by Sandoz Inc.,0,1,1,4,1.6094379124341005,False,False,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,5.0,1.791759469228055,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.0,0.3125,1,0,0,0.0,0.3125,0.3125
0527-4666-37,Lisdexamfetamine Dimesylate Capsule,capsule,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 0527-4666-37)","Lannett Company, Inc.",2023-09-20,2026-04-01,,Available,Current,unavailable,Psychiatry,Reverified,,0,13,1,90,4.51085950651685,True,False,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20.0,3.044522437723423,2023-07-14,68.0,4.23410650459726,68.0,68.0,1,0.6931471805599453,0,2023,0,0,0,0,0,0.3333333333333333,0.358974358974359,0,0,1,1.0148408125744743,0.358974358974359,0.358974358974359
72205-102-01,Bumetanide Injection,injection,"Bumetanide, Injection, 0.25 mg/mL, 10 mL (NDC 72205-102-01)",MSN Laboratories Private Limited,2017-12-13,2026-02-03,,Available,Current,unavailable,Cardiovascular,Reverified,,0,5,1,12,2.5649493574615367,False,False,BUMETANIDE,BUMETANIDE,21.0,3.091042453358316,2017-12-13,0.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2017,0,0,0,0,0,0.0,0.19135802469135801,1,0,0,0.0,0.19135802469135801,0.19135802469135801
0378-0007-85,Everolimus Tablet,tablet,"Everolimus, Tablet, 5 mg (NDC 0378-0007-85)","Mylan Pharmaceuticals Inc., a Viatris Company",2025-11-03,2025-11-03,2025-11-03,,To Be Discontinued,unavailable,Transplant,New,Discontinuation of the manufacture of the drug,0,3,1,11,2.4849066497880004,True,False,EVEROLIMUS,EVEROLIMUS,12.0,2.5649493574615367,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.125,0.0,0,1,0,0.3206186696826921,0.0,0.0
0378-5807-93,Valsartan Tablet,tablet,"Valsartan, Tablet, 40 mg (NDC 0378-5807-93)","Mylan Pharmaceuticals Inc., a Viatris Company",2025-11-19,2025-11-19,2025-11-19,,To Be Discontinued,unavailable,Cardiovascular,New,A business decision was made to discontinue manufacture of the drug.,0,1,1,4,1.6094379124341005,True,False,VALSARTAN,VALSARTAN,18.0,2.9444389791664403,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2025,0,0,0,0,0,0.09090909090909091,0.19135802469135801,0,1,0,0.26767627083331275,0.19135802469135801,0.19135802469135801
0378-0167-02,Doxycycline Hyclate Tablet,tablet,"Doxycycline Hyclate, Tablet, 100 mg (NDC 0378-0167-02)","Mylan Pharmaceuticals Inc., a Viatris Company",2026-01-12,2026-01-12,2026-01-12,,To Be Discontinued,unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,2,1,6,1.9459101490553128,True,False,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,36.0,3.6109179126442243,2025-06-13,213.0,5.365976015021851,213.0,213.0,1,0.6931471805599453,0,2026,0,0,0,0,0,0.07142857142857142,0.36538461538461536,0,1,0,0.257922708046016,0.36538461538461536,0.36538461538461536
72205-137-91,"Lisdexamfetamine Dimesylate Tablet, Chewable","tablet, chewable","Lisdexamfetamine Dimesylate, Tablet, Chewable, 60 mg (NDC 72205-137-91)",Novadoz Pharmaceuticals LLC,2023-07-14,2026-04-02,,Available,Current,shortage of an active ingredient,Psychiatry,Reverified,Limited supply from Manufacturers,0,3,1,18,2.9444389791664403,True,False,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20.0,3.044522437723423,,9999.0,9.210340371976184,9999.0,9999.0,0,0.0,0,2023,0,0,0,0,0,0.0,0.358974358974359,0,1,0,0.0,0.358974358974359,0.358974358974359
